Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
Q04507	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea
E2D8J4	uncultured archaeon	Archaea						uncultured archaeon
I3TC36	uncultured archaeon	Archaea						uncultured archaeon
A0A4Y5F606	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLM7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLM6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FTX1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JK44	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F688	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JN59	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F4N8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JK21	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JZF7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F663	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JRD6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JRE5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FWJ6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KWN7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FYD2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JVT0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FWQ5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FWN9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
B3Y8J3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4K6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X472	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1W1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWL6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W637	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W610	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5LGX0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D4W3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W605	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X287	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5LGX1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8N5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5Y6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5Y5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X476	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5X3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1V5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWV8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWQ3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8M3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4C4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X135	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8M2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILX1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X128	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5X4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1X9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X209	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W631	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWK6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W616	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWW7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1S5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4K8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWM2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W609	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X2A0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTC6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X154	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4G3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4L1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1C8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWT5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G771	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4B9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWN8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1F4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1Y4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X264	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1E7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILX0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWJ7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X494	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4F3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G770	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W620	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G767	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8N4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W649	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4I1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1Z6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8K0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W632	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X240	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8M4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X212	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5Z8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W604	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4L0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4H5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D516	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X498	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWU9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W601	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWP3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W633	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8I5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5W1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X142	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X223	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWR6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D4V3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8N6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8L9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1U8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X277	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8I9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X481	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G769	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3GB62	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1E2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X175	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q66V01	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D5D2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X232	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q7WWN3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5X5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W628	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X188	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A8D4G1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8I8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X149	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1T0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W629	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q5IFU0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q6X8F2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B5MGI5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q7WWN5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4A5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1S0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D5C2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5Z0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q5IFY3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1W8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
Q8GM24	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5Z7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8M1	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1S5WLN3	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLK8	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLK1	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLL0	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLN1	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLK7	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLK9	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A1S5WLN5	uncultured Nitrosomonas sp.	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured Nitrosomonas sp.
A0A7D7KYG8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7KXT5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JST9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FSM5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JVQ6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FYF8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7PRD2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F6A6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5N5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7KXN6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7KWY7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FSL4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F637	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7Q1D2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A1S5WLK3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5M4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A1S5WLK0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KCR1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5K0C3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FTT1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7PXD1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KCL8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5GA98	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7PQB3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F674	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7L0P3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F4N1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5N7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KI09	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A1S5WLK5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JRA9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5GA72	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JN44	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KI22	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KWP5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7Q7I5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JN81	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
