Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
A0A060VCR3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD28	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ASY7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T291	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9U6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACZ8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGS5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9X2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKY4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E385	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E341	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9K0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCV2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QF09	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYY8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LZ19	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1W6R7C8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V884	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9U2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBM7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089FZ99	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IUD6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VFU7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LZ10	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IVG0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q70TI4	Methylocystis sp. KS9	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis sp. KS9
W5S589	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S464	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
F1CL36	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VKN2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LY27	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QF15	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXP0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9U9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R4P2Y6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V892	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LY60	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D3JLH6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCS8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E4G2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M1A6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD00	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9R0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E321	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9N1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UJH7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VH30	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IPD2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA85	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYD3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QDE0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E317	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9J7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL62	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A8UE70	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
J7MEC2	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
B3V9J1	uncultured Methylococcaceae bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured Methylococcaceae bacterium
J7MEF9	Methylosinus sp. B4S	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus sp. B4S
A0A5J6E2Z3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2AR48	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYF1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAC8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R4P573	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
I2APN7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD27	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E335	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6DK56	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD03	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A8UE49	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
C7G3E7	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
K9LYE1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9W1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089FVF7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
I2APP3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VER2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD06	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VKM6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0JHL4	bacteria endosymbiont of Bathymodiolus brooksi	Bacteria						bacteria endosymbiont of Bathymodiolus brooksi
A0A060VH98	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL19	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VHA7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LZ04	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXS3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9P2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAC1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S416	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M005	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAA9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9Q3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4S961	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S3X0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEK8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKX4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGU1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACY2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VFU5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2AT01	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ARR6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
I2APN4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QDE9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKV9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACY4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ARS5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
H9TQE6	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z582	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G9G8B5	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S9J3	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z5A2	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S3Y9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A8E7YWH4	Methylocucumis oryzae	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocucumis	Methylocucumis oryzae
B3V9I8	uncultured Methylococcaceae bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured Methylococcaceae bacterium
A0A172MAM6	uncultured Methylococcaceae bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured Methylococcaceae bacterium
A0A060VCQ7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V886	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L684	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VL08	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4R5I8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E343	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LZ14	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L4J8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9L5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A142JWU3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AGC7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q9F9N0	uncultured methanotroph 'type 9'	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured methanotroph 'type 9'
C4R9Q0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S9N3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAC6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4RGQ0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYD9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEL8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ASQ5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4RFJ9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089FVE1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QG92	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9M7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4QZ90	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S3Z8	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
A0A0B5AII2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9W3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LZ35	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
H9TQE0	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
H9TQE7	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
H9TQE2	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S5A5	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
A8UE76	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
Q9RAL4	Methylomonas sp. LW19	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas sp. LW19
Q2N386	Methylosinus sp. 69	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus sp. 69
G9G8C5	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
A0A0M5M8F2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LZZ7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V877	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9P6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G9G8C2	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z577	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G9G8D0	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
H9TQE1	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
Q6V0T3	uncultured methanotrophic alpha proteobacterium	Bacteria	Proteobacteria	Alphaproteobacteria				uncultured methanotrophic alpha proteobacterium
D7NH26	Methylocaldum sp. BFH1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum sp. BFH1
S4VHX2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACZ1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
X2JR67	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A8UE53	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z583	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
Q7WYP3	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
Q9KGZ8	uncultured putative methanotroph pmoA-RC4	Bacteria	Proteobacteria	Gammaproteobacteria				uncultured putative methanotroph pmoA-RC4
C4R9R9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UL60	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089H0I7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAA0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UMF9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9T8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACZ2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9W2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL46	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCV4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2AT39	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL72	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A089FVD7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAA3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACZ9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCT3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VFY8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S3Z0	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S3X3	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z584	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
C9EJ39	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G9G8C6	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z585	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S594	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
J7MEC4	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
Q27HT2	Methylomonas sp. clone PP39I	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas sp. clone PP39I
F1CL14	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4R7K4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBM3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA90	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V880	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V882	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VF16	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA96	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VH47	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E312	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A088QN41	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M3UM41	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAA7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C7G3G7	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
Q8KM63	Methylosinus trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
G7ZKX2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGR9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD38	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A411P9J0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYW2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6DKS5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ASY2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E2Z9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060IKL7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A068W9C6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M183	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AGS6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A411P9F1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LY02	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S5WZT2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL82	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M195	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VH55	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
X2JK74	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V872	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBL9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXK4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VL39	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R4P2Z0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL67	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9S0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E332	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G9G8B6	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
S5XMK7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D3JLH2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9T7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL06	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
H9TQF0	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
Q7WYN8	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
E5BBP0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9P5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL69	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q7WYN9	uncultured Methylocaldum sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	uncultured Methylocaldum sp.
G8GV55	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A088Q768	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AGE4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M3UM98	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AD48	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4RWL0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCT2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M5M7W0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKX8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AC66	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ASR5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4RWM0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E361	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S584	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
W5S3V8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K0WYZ5	Burkholderia sp. AgPiMm2-7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AgPiMm2-7
