Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
A0A168GDD4	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
Q6RW27	uncultured methanotrophic proteobacterium	Bacteria	Proteobacteria					uncultured methanotrophic proteobacterium
A0A172X0Y0	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
R4V3Z2	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
W5QV46	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1P8NWH0	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1P8NWL7	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
R4V0B6	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
Q6DW71	uncultured methanotrophic proteobacterium	Bacteria	Proteobacteria					uncultured methanotrophic proteobacterium
A0A1P8NWI9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3S6I8W4	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A650DIS5	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1W5ZJ13	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3Q8BNR0	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
X2GBA9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YQ72	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1P8NWH8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
S5UGM9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z4D9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
Q6RW19	uncultured methanotrophic proteobacterium	Bacteria	Proteobacteria					uncultured methanotrophic proteobacterium
A0A3S6I9H7	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A0F7IGX1	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YU82	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YW91	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A172X0U9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1P8NWL8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
R4V407	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
R4V5G1	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1W5ZIW8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
R4V1B7	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1W5ZJ83	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
X2G8G8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
Q8KMF3	Methylosinus sporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus sporium
Q8KMD5	Methylosinus sporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus sporium
A0A0K1W0N3	Methylocystis sp. Sn-Cys	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis sp. Sn-Cys
A0A1W5ZII6	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A5YTX8	uncultured methanotrophic proteobacterium	Bacteria	Proteobacteria					uncultured methanotrophic proteobacterium
A0A650DIQ2	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A161I1T3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5T7Q4	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A650DIR8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3S6IAV3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
S5TRI3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3S6I8Y6	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
R4VJM0	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YQ24	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3S6IE69	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
X2G0R9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5JDA4	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z4H9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
Q6RW37	uncultured methanotrophic proteobacterium	Bacteria	Proteobacteria					uncultured methanotrophic proteobacterium
V5T6V6	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1B0Z873	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A0F7IH27	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A168GD06	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YQB8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5T7N6	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3Q8B389	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
X2G3C6	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A161I2U5	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YR26	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A1P8NWL3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z4K3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z4M1	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A6B9R464	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A650DJW9	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
W5QV50	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z497	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3S6I9I3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A650DJI8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A168GDY2	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5T8X8	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YUB2	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
F6LC88	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YQG3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A0F7IIT0	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5T7C3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5T7C0	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
F6LC92	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A650DJM5	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A3Q8BGA4	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z471	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
X2G6U3	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A168GCY5	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
W5QV44	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A0A191Z4U2	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
W5QV32	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
Q4W1Z9	methanotrophic alpha proteobacterium arc2	Bacteria	Proteobacteria	Alphaproteobacteria				methanotrophic alpha proteobacterium arc2
A0A0F7IIQ4	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
V5T9B5	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
M9YLK1	uncultured candidate division NC10 bacterium	Bacteria	candidate division NC10					uncultured candidate division NC10 bacterium
A9CTM0	Methylocystis sp. 2-19	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis sp. 2-19
F6K8K9	Methylococcaceae bacterium M200	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		Methylococcaceae bacterium M200
